year,faculty,plan_code,degree_abbrev,specialisation,variant,study_year,credits_ideal,credits_unresolved_slots,credits_stated,stated_is_minimum,credit_delta,fee_ideal_zar,fee_estimated_component_zar,fee_slots_missing,fee_published_zar,fee_published_label,fee_match_method,fee_delta_pct,final_credits,credits_stated_corrected,final_credit_status,final_fee_zar,final_fee_status,resolution_class,resolution_ref,confidence,resolution_rationale
2024,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,3,198,1,102,False,96,99130,0,1,51570,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,92.2,102,,resolved_manual,99130,published_divergent,R3,COM-2024-003,high,"The year table lists a module menu with no printed selection rule, so the row sum counts every offering; the stated total is the only authoritative signal of the intended load and is stable across editions. Computed fee is left as the sum of listed modules and will show as published_divergent until the menu rule is confirmed."
2024,COM,CB011PHI03,BCom,"Philosophy, Politics & Economics",extended,4,223,2,162,True,61,102724,13694,2,73080,"BCom Academic Development specialising in Philosophy, Politics & Economics",ad_duration,40.6,223,,unresolved,102724,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015BUS07,BBusSc,Marketing,extended,1,114,0,114,False,0,58250,0,0,58250,BBusSc Academic Development specialising in Marketing,ad_duration,0.0,114,,consistent,58250,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS07,BBusSc,Marketing,extended,2,96,0,96,False,0,51990,0,0,51990,BBusSc Academic Development specialising in Marketing,ad_duration,0.0,96,,consistent,51990,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS07,BBusSc,Marketing,extended,3,72,0,90,False,-18,39180,0,0,49040,BBusSc Academic Development specialising in Marketing,ad_duration,-20.1,72,,resolved_computed,39180,published_divergent,R1a,R1a,high,"stated total exceeds the taken-course sum by exactly the credits of the non-taken alternatives (all choice groups, 18 cr) — the printed total double-counts choices"
2024,COM,CB015BUS07,BBusSc,Marketing,extended,4,126,0,126,False,0,58470,0,0,58470,BBusSc Academic Development specialising in Marketing,ad_duration,0.0,126,,consistent,58470,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS07,BBusSc,Marketing,extended,5,180,0,180,False,0,96630,0,0,96630,BBusSc Academic Development specialising in Marketing,ad_duration,0.0,180,,consistent,96630,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,1,128,0,128,False,0,68290,0,0,68290,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0,128,,consistent,68290,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,2,102,0,120,False,-18,51200,0,0,51200,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0,102,,unresolved,51200,reconciled,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,3,144,0,108,False,36,78620,9860,0,58900,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,33.5,144,,unresolved,78620,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,4,84,0,84,False,0,43500,0,0,43500,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0,84,,consistent,43500,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS08,BBusSc,Organisational Psychology,extended,5,156,0,156,False,0,91880,0,0,91880,BBusSc Academic Development specialising in Organisational Psychology,ad_duration,0.0,156,,consistent,91880,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS22,BBusSc,Analytics,extended,1,134,0,134,False,0,69040,0,0,69040,BBusSc Academic Development specialising in Analytics,ad_duration,0.0,134,,consistent,69040,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS22,BBusSc,Analytics,extended,2,72,0,72,False,0,39040,0,0,48840,BBusSc Academic Development specialising in Analytics,ad_duration,-20.1,72,,consistent,39040,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015BUS22,BBusSc,Analytics,extended,3,168,0,168,False,0,90440,0,0,90440,BBusSc Academic Development specialising in Analytics,ad_duration,0.0,168,,consistent,90440,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015BUS22,BBusSc,Analytics,extended,4,228,0,180,True,48,121180,0,0,140900,BBusSc Academic Development specialising in Analytics,ad_duration,-14.0,228,,consistent,121180,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015BUS22,BBusSc,Analytics,extended,5,178,0,178,False,0,81340,0,0,81340,BBusSc Academic Development specialising in Analytics,ad_duration,0.0,178,,consistent,81340,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,1,128,0,128,False,0,68980,0,0,68980,BBusSc Academic Development specialising in Computer Science,ad_duration,0.0,128,,consistent,68980,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,2,114,0,126,False,-12,58500,0,0,68360,BBusSc Academic Development specialising in Computer Science,ad_duration,-14.4,114,,unresolved,58500,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,3,126,0,126,False,0,67590,0,0,67590,BBusSc Academic Development specialising in Computer Science,ad_duration,0.0,126,,consistent,67590,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,4,126,0,126,False,0,67640,0,0,67640,BBusSc Academic Development specialising in Computer Science,ad_duration,0.0,126,,consistent,67640,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015CSC05,BBusSc,Computer Science,extended,5,262,0,160,False,102,118930,0,0,63490,BBusSc Academic Development specialising in Computer Science,ad_duration,87.3,160,,resolved_manual,118930,published_divergent,R3,COM-2024-004,high,"The year table lists a module menu with no printed selection rule, so the row sum counts every offering; the stated total is the only authoritative signal of the intended load and is stable across editions. Computed fee is left as the sum of listed modules and will show as published_divergent until the menu rule is confirmed."
2024,COM,CB015ECO01,BBusSc,Economics,extended,1,116,0,114,False,2,60310,0,0,60310,BBusSc Academic Development specialising in Economics,ad_duration,0.0,116,,unresolved,60310,reconciled,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015ECO01,BBusSc,Economics,extended,2,126,0,126,False,0,68050,0,0,68050,BBusSc Academic Development specialising in Economics,ad_duration,0.0,126,,consistent,68050,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015ECO01,BBusSc,Economics,extended,3,138,0,156,False,-18,74380,9860,0,71140,BBusSc Academic Development specialising in Economics,ad_duration,4.6,138,,unresolved,74380,reconciled,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015ECO01,BBusSc,Economics,extended,4,144,2,90,False,54,77500,0,2,77500,BBusSc Academic Development specialising in Economics,ad_duration,0.0,144,,unresolved,77500,reconciled,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015ECO01,BBusSc,Economics,extended,5,156,0,156,False,0,98470,0,0,68890,BBusSc Academic Development specialising in Economics,ad_duration,42.9,156,,consistent,98470,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015ECO03,BBusSc,Economics with Law,extended,1,116,0,116,False,0,60310,0,0,60310,BBusSc Academic Development specialising in Economics with Law,ad_duration,0.0,116,,consistent,60310,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015ECO03,BBusSc,Economics with Law,extended,2,114,0,114,False,0,61850,0,0,61850,BBusSc Academic Development specialising in Economics with Law,ad_duration,0.0,114,,consistent,61850,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015ECO03,BBusSc,Economics with Law,extended,3,144,0,126,False,18,75190,0,0,65330,BBusSc Academic Development specialising in Economics with Law,ad_duration,15.1,144,,unresolved,75190,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015ECO03,BBusSc,Economics with Law,extended,4,144,0,144,False,0,75450,9860,0,65590,BBusSc Academic Development specialising in Economics with Law,ad_duration,15.0,144,,consistent,75450,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015ECO03,BBusSc,Economics with Law,extended,5,156,0,166,False,-10,98470,0,0,68890,BBusSc Academic Development specialising in Economics with Law,ad_duration,42.9,156,,unresolved,98470,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,1,125,0,125,False,0,67690,0,0,69040,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-2.0,125,,consistent,67690,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,2,138,0,138,False,0,77650,0,0,48840,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,59.0,138,,consistent,77650,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,3,150,0,150,False,0,81560,0,0,90440,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-9.8,150,,consistent,81560,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,4,160,0,160,False,0,77820,0,0,140900,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-44.8,160,,consistent,77820,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015FTX04,BBusSc,Finance with Accounting,extended,5,158,0,158,False,0,78620,0,0,81340,BBusSc Academic Development specialising in Finance with Accounting,ad_duration,-3.3,158,,consistent,78620,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015FTX05,BBusSc,Finance,extended,1,116,0,116,False,0,60310,0,0,73760,BBusSc Academic Development specialising in Finance,ad_duration,-18.2,116,,consistent,60310,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015FTX05,BBusSc,Finance,extended,2,126,0,126,False,0,68050,0,0,67830,BBusSc Academic Development specialising in Finance,ad_duration,0.3,126,,consistent,68050,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015FTX05,BBusSc,Finance,extended,3,96,0,90,False,6,51850,9860,0,46820,BBusSc Academic Development specialising in Finance,ad_duration,10.7,96,,unresolved,51850,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015FTX05,BBusSc,Finance,extended,4,144,0,144,False,0,78190,0,0,74790,BBusSc Academic Development specialising in Finance,ad_duration,4.5,144,,consistent,78190,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015FTX05,BBusSc,Finance,extended,5,144,0,144,False,0,78620,0,0,75200,BBusSc Academic Development specialising in Finance,ad_duration,4.5,144,,consistent,78620,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015INF01,BBusSc,Information Systems,extended,1,110,0,128,False,-18,59460,0,0,49320,BBusSc Academic Development specialising in Information Systems,ad_duration,20.6,110,,resolved_computed,59460,published_divergent,R1a,R1a,high,"stated total exceeds the taken-course sum by exactly the credits of the non-taken alternatives (all choice groups, 18 cr) — the printed total double-counts choices"
2024,COM,CB015INF01,BBusSc,Information Systems,extended,2,132,0,108,False,24,68900,0,0,59100,BBusSc Academic Development specialising in Information Systems,ad_duration,16.6,132,,unresolved,68900,published_divergent,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB015INF01,BBusSc,Information Systems,extended,3,132,0,132,False,0,71660,0,0,52200,BBusSc Academic Development specialising in Information Systems,ad_duration,37.3,132,,consistent,71660,published_divergent,none,,high,computed credits equal the stated total
2024,COM,CB015INF01,BBusSc,Information Systems,extended,4,120,0,120,False,0,68880,0,0,68880,BBusSc Academic Development specialising in Information Systems,ad_duration,0.0,120,,consistent,68880,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB015INF01,BBusSc,Information Systems,extended,5,176,0,176,False,0,90400,0,0,86470,BBusSc Academic Development specialising in Information Systems,ad_duration,4.5,176,,consistent,90400,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,1,110,0,110,False,0,60030,0,0,,,unmatched,,110,,consistent,60030,no_published,none,,high,computed credits equal the stated total
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,2,108,0,108,False,0,59040,0,0,,,unmatched,,108,,consistent,59040,no_published,none,,high,computed credits equal the stated total
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,3,150,0,150,False,0,80880,0,0,,,unmatched,,150,,consistent,80880,no_published,none,,high,computed credits equal the stated total
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,4,180,0,180,False,0,98730,0,0,,,unmatched,,180,,consistent,98730,no_published,none,,high,computed credits equal the stated total
2024,COM,CB018BUS01,BBusSc,Actuarial Science,extended,5,174,0,174,False,0,84250,0,0,,,unmatched,,174,,consistent,84250,no_published,none,,high,computed credits equal the stated total
2024,COM,CB018BUS09,BBusSc,Actuarial Science: Quantitative Finance,extended,1,110,0,110,False,0,60030,0,0,,,unmatched,,110,,consistent,60030,no_published,none,,high,computed credits equal the stated total
2024,COM,CB018BUS09,BBusSc,Actuarial Science: Quantitative Finance,extended,2,84,0,108,False,-24,49180,0,0,,,unmatched,,84,,unresolved,49180,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB018BUS09,BBusSc,Actuarial Science: Quantitative Finance,extended,3,168,0,150,False,18,90740,0,0,,,unmatched,,168,,unresolved,90740,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB018BUS09,BBusSc,Actuarial Science: Quantitative Finance,extended,4,198,0,198,False,0,106160,0,0,,,unmatched,,198,,consistent,106160,no_published,none,,high,computed credits equal the stated total
2024,COM,CB018BUS09,BBusSc,Actuarial Science: Quantitative Finance,extended,5,147,0,147,False,0,78520,0,0,,,unmatched,,147,,consistent,78520,no_published,none,,high,computed credits equal the stated total
2024,COM,CB019BUS01,BCom,Actuarial Science,regular,1,180,0,180,False,0,98140,0,0,98140,BCom specialising in Actuarial Science,label_match,0.0,180,,consistent,98140,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB019BUS01,BCom,Actuarial Science,regular,2,186,0,186,False,0,100600,0,0,100600,BCom specialising in Actuarial Science,label_match,0.0,186,,consistent,100600,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB019BUS01,BCom,Actuarial Science,regular,3,162,0,162,False,0,88870,0,0,88870,BCom specialising in Actuarial Science,label_match,0.0,162,,consistent,88870,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,1,180,0,180,False,0,98140,0,0,98080,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.1,180,,consistent,98140,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,2,186,0,186,False,0,100600,0,0,100600,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0,186,,consistent,100600,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB019BUS09,BCom,Actuarial Science: Quantitative Finance,regular,3,180,0,180,False,0,96300,0,0,96300,BCom specialising in Actuarial Science Quantitative Finance Stream,label_match,0.0,180,,consistent,96300,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,1,110,0,110,False,0,60030,0,0,60030,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,110,,consistent,60030,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,2,108,0,108,False,0,59040,0,0,59040,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,108,,consistent,59040,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,3,150,0,150,False,0,80880,0,0,80880,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,150,,consistent,80880,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB020BUS01,BCom,Actuarial Science,extended,4,162,0,162,False,0,88870,0,0,88870,BCom Academic Development specialising in Actuarial Science,ad_duration,0.0,162,,consistent,88870,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,1,110,0,110,False,0,60030,0,0,60030,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,110,,consistent,60030,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,2,126,0,126,False,0,68050,0,0,68050,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,126,,consistent,68050,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,3,132,0,,False,,71870,0,0,71870,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,132,,unresolved,71870,reconciled,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB020BUS09,BCom,Actuarial Science: Quantitative Finance,extended,4,180,0,180,False,0,96300,0,0,96300,BCom Academic Development specialising in Actuarial Science Quantitative Finance Stream,ad_duration,0.0,180,,consistent,96300,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,2,162,0,162,False,0,84920,0,0,84920,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,ad_shared,0.0,162,,consistent,84920,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB023ACC03,BCom,Financial Accounting: Accounting with Law,augmented,3,144,0,144,False,0,75320,0,0,75320,BCom Academic Development specialising in Financial Accounting: Accounting with Law Stream,ad_shared,0.0,144,,consistent,75320,reconciled,none,,high,computed credits equal the stated total
2024,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,1,161,0,161,False,0,87350,0,0,,,unmatched,,161,,consistent,87350,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,2,144,0,144,False,0,78490,0,0,,,unmatched,,144,,consistent,78490,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023ACC04,BCom,Financial Accounting: Chartered Accountant,augmented,3,174,0,,False,,86830,0,0,,,unmatched,,174,,unresolved,86830,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,1,161,0,161,False,0,87350,0,0,,,unmatched,,161,,consistent,87350,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,2,144,0,144,False,0,77900,0,0,,,unmatched,,144,,consistent,77900,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023ACC08,BCom,Financial Accounting: General Accounting,augmented,3,168,0,168,False,0,76710,0,0,,,unmatched,,168,,consistent,76710,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023BUS06,BCom,Management Studies,augmented,1,170,0,168,False,2,88920,0,0,,,unmatched,,170,,unresolved,88920,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023BUS06,BCom,Management Studies,augmented,2,168,0,168,False,0,91290,19720,0,,,unmatched,,168,,consistent,91290,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023BUS06,BCom,Management Studies,augmented,3,120,0,120,False,0,65733,55873,0,,,unmatched,,120,,consistent,65733,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023ECO02,BCom,Economics and Finance,augmented,1,150,0,152,False,-2,78700,0,0,,,unmatched,,150,,unresolved,78700,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023ECO02,BCom,Economics and Finance,augmented,2,132,0,150,True,-18,70980,9860,0,,,unmatched,,132,,unresolved,70980,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023ECO02,BCom,Economics and Finance,augmented,3,144,0,144,True,0,78620,9860,0,,,unmatched,,144,,consistent,78620,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023ECO03,BCom,Economics with Law,augmented,1,132,0,134,False,-2,68900,0,0,,,unmatched,,132,,unresolved,68900,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023ECO03,BCom,Economics with Law,augmented,2,162,0,162,True,0,84990,9800,0,,,unmatched,,162,,consistent,84990,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023ECO03,BCom,Economics with Law,augmented,3,216,1,162,False,54,114890,0,1,,,unmatched,,216,,unresolved,114890,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023ECO04,BCom,Economics and Statistics,augmented,1,150,0,168,False,-18,78700,0,0,,,unmatched,,150,,resolved_computed,78700,no_published,R1a,R1a,high,"stated total exceeds the taken-course sum by exactly the credits of the non-taken alternatives (one choice group, 18 cr) — the printed total double-counts choices"
2024,COM,CB023ECO04,BCom,Economics and Statistics,augmented,2,186,1,156,True,30,98870,0,1,,,unmatched,,186,,unresolved,98870,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023ECO04,BCom,Economics and Statistics,augmented,3,234,1,180,True,54,125420,0,1,,,unmatched,,234,,unresolved,125420,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023INF01,BCom,Information Systems,augmented,1,134,0,134,False,0,69320,0,0,,,unmatched,,134,,consistent,69320,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023INF01,BCom,Information Systems,augmented,2,144,0,144,False,0,78910,9860,0,,,unmatched,,144,,consistent,78910,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023INF01,BCom,Information Systems,augmented,3,156,0,156,False,0,88340,19720,0,,,unmatched,,156,,consistent,88340,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,1,146,0,134,False,12,79350,0,0,,,unmatched,,146,,unresolved,79350,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,2,162,0,162,False,0,86200,0,0,,,unmatched,,162,,consistent,86200,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023INF06,BCom,Information Systems and Computer Science,augmented,3,144,0,144,False,0,77500,0,0,,,unmatched,,144,,consistent,77500,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023INF11,BCom,Information Systems and Finance,augmented,1,152,0,152,False,0,79910,0,0,,,unmatched,,152,,consistent,79910,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023INF11,BCom,Information Systems and Finance,augmented,2,162,0,162,False,0,87980,0,0,,,unmatched,,162,,consistent,87980,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023INF11,BCom,Information Systems and Finance,augmented,3,150,0,150,False,0,81430,0,0,,,unmatched,,150,,consistent,81430,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,1,132,0,132,False,0,66140,0,0,,,unmatched,,132,,consistent,66140,no_published,none,,high,computed credits equal the stated total
2024,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,2,270,2,174,False,96,138510,0,2,,,unmatched,,174,,resolved_manual,138510,no_published,R3,COM-2024-005,high,"The year table lists a module menu with no printed selection rule, so the row sum counts every offering; the stated total is the only authoritative signal of the intended load and is stable across editions. Computed fee is left as the sum of listed modules and will show as published_divergent until the menu rule is confirmed."
2024,COM,CB023PHI03,BCom,"Philosophy, Politics & Economics",augmented,3,223,2,168,False,55,102724,13694,2,,,unmatched,,223,,unresolved,102724,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,1,150,0,150,False,0,78700,0,0,,,unmatched,,150,,consistent,78700,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,2,114,0,114,False,0,60860,0,0,,,unmatched,,114,,consistent,60860,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,3,144,0,144,False,0,68330,0,0,,,unmatched,,144,,consistent,68330,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS07,BBusSc,Marketing,augmented,4,180,0,180,False,0,96630,0,0,,,unmatched,,180,,consistent,96630,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,1,146,0,146,False,0,78090,0,0,,,unmatched,,146,,consistent,78090,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,2,132,0,132,False,0,68170,0,0,,,unmatched,,132,,consistent,68170,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,3,162,0,162,False,0,85490,0,0,,,unmatched,,162,,consistent,85490,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS08,BBusSc,Organisational Psychology,augmented,4,156,0,156,False,0,91880,0,0,,,unmatched,,156,,consistent,91880,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,1,170,0,170,False,0,89210,0,0,,,unmatched,,170,,consistent,89210,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,2,198,0,186,False,12,105930,0,0,,,unmatched,,198,,unresolved,105930,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,3,210,0,198,True,12,112010,0,0,,,unmatched,,210,,consistent,112010,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024BUS22,BBusSc,Analytics,augmented,4,178,0,178,False,0,81340,0,0,,,unmatched,,178,,consistent,81340,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,1,162,0,164,False,-2,87940,0,0,,,unmatched,,162,,unresolved,87940,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,2,150,0,162,True,-12,77190,0,0,,,unmatched,,150,,unresolved,77190,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,3,180,0,180,False,0,96370,0,0,,,unmatched,,180,,consistent,96370,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024CSC05,BBusSc,Computer Science,augmented,4,262,0,160,False,102,118930,0,0,,,unmatched,,160,,resolved_manual,118930,no_published,R3,COM-2024-006,high,"The year table lists a module menu with no printed selection rule, so the row sum counts every offering; the stated total is the only authoritative signal of the intended load and is stable across editions. Computed fee is left as the sum of listed modules and will show as published_divergent until the menu rule is confirmed."
2024,COM,CB024ECO01,BBusSc,Economics,augmented,1,152,0,152,False,0,79910,0,0,,,unmatched,,152,,consistent,79910,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024ECO01,BBusSc,Economics,augmented,2,156,0,156,True,0,83650,0,0,,,unmatched,,156,,consistent,83650,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024ECO01,BBusSc,Economics,augmented,3,216,2,162,True,54,116680,9860,2,,,unmatched,,216,,unresolved,116680,no_published,none,,low,no rule or adjudication applies; default-trust=computed
2024,COM,CB024ECO01,BBusSc,Economics,augmented,4,156,0,156,False,0,98470,0,0,,,unmatched,,156,,consistent,98470,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,1,152,0,152,False,0,79910,0,0,,,unmatched,,152,,consistent,79910,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,2,168,0,168,False,0,88120,0,0,,,unmatched,,168,,consistent,88120,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,3,162,0,162,False,0,85050,9860,0,,,unmatched,,162,,consistent,85050,no_published,none,,high,computed credits equal the stated total
2024,COM,CB024ECO03,BBusSc,Economics with Law,augmented,4,174,0,174,False,0,108330,0,0,,,unmatched,,174,,consistent,108330,no_published,none,,high,computed credits equal the stated total
